SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
20MICRONS,EQ,18-SEP-2019,35.6,36.4,36.4,35,36,35.8,0,17255,617381.75,0,0,0
21STCENMGM,EQ,18-SEP-2019,12.3,12.3,12.3,12.2,12.2,12.2,0,4,48.9,0,0,0
3IINFOTECH,EQ,18-SEP-2019,2.25,2.25,2.45,2.25,2.45,2.4,0,910187,2121694.8,0,0,0
3MINDIA,EQ,18-SEP-2019,19207.1,19400,19499.7,18905.05,18995,19170.3,0,5019,97061653.35,0,0,0
3PLAND,EQ,18-SEP-2019,6.15,5.85,5.85,5.85,5.85,5.85,0,10,58.5,0,0,0
5PAISA,EQ,18-SEP-2019,137.6,138.05,142.35,134.2,139.2,139.7,0,4444,617139.45,0,0,0
63MOONS,EQ,18-SEP-2019,133.7,139,140.35,135.5,140.35,140.35,0,646434,90254260,0,0,0
726GS2029,GS,18-SEP-2019,95,99,99,96,96,96,0,200,19500,0,0,0
757GS2033,GS,18-SEP-2019,100,104,104,104,104,104,0,500,52000,0,0,0
769GS2043,GS,18-SEP-2019,100,100,100,100,100,100,0,100,10000,0,0,0
808GS2022,GS,18-SEP-2019,105.5,100.29,100.29,100.29,100.29,100.29,0,1,100.29,0,0,0
8KMILES,EQ,18-SEP-2019,68.15,68.8,68.8,64.75,64.75,64.75,0,84634,5548540.65,0,0,0
A2ZINFRA,EQ,18-SEP-2019,10.1,10.2,10.35,10.1,10.15,10.15,0,95703,975100.15,0,0,0
AARON,SM,18-SEP-2019,45,45.3,45.3,45.3,45.3,45.3,0,3300,149490,0,0,0
AARTIDRUGS,EQ,18-SEP-2019,439.9,443.4,476.55,439,455.75,455.4,0,25341,11692919.75,0,0,0
AARTIIND,EQ,18-SEP-2019,1545.6,1558,1563,1525.2,1558,1559.5,0,42095,65228026.25,0,0,0
AARVEEDEN,EQ,18-SEP-2019,17.3,17.95,18.95,17.15,17.75,17.5,0,6153,109736.45,0,0,0
AARVI,SM,18-SEP-2019,28.5,29.9,29.9,29.9,29.9,29.9,0,6000,179400,0,0,0
AAVAS,EQ,18-SEP-2019,1481.65,1485,1539,1451,1468,1471.75,0,16866,25073920.65,0,0,0
ABAN,EQ,18-SEP-2019,32.35,33.4,33.95,32.5,33.95,33.95,0,213510,7196968.4,0,0,0
ABB,EQ,18-SEP-2019,1336.25,1333.1,1339.5,1324,1326,1325.9,0,26589,35362518.3,0,0,0
ABBOTINDIA,EQ,18-SEP-2019,9746,9775,9960,9775,9941.8,9936.15,0,13899,137871383.3,0,0,0
ABCAPITAL,EQ,18-SEP-2019,91.5,92.15,92.55,90.45,90.8,90.8,0,724851,66146984.9,0,0,0
ABFRL,EQ,18-SEP-2019,184.4,185.55,189.5,184.5,189.15,188.7,0,423694,79651585.2,0,0,0
ABSLNN50ET,EQ,18-SEP-2019,261.95,261,261,260,260.61,260.61,0,5025,1306801.35,0,0,0
ABSLRIF6RG,MF,18-SEP-2019,6.75,6.3,6.54,6.3,6.54,6.54,0,11000,71720,0,0,0
ACC,EQ,18-SEP-2019,1491.65,1493.5,1510,1488,1491,1490.7,0,693925,1040119442.25,0,0,0
ACCELYA,EQ,18-SEP-2019,850.45,851.3,861.25,850,853.7,850.1,0,4131,3512811.95,0,0,0
ACCURACY,SM,18-SEP-2019,34,35,35.7,35,35.6,35.65,0,6400,226400,0,0,0
ACE,EQ,18-SEP-2019,66.2,66.6,68.4,66.35,66.55,66.65,0,107584,7220059.65,0,0,0
ACEINTEG,SM,18-SEP-2019,25.7,24.5,24.5,24.5,24.5,24.5,0,3000,73500,0,0,0
ADANIENT,EQ,18-SEP-2019,143.75,144,146,142.1,145,144.15,0,3465608,499550406.85,0,0,0
ADANIGAS,EQ,18-SEP-2019,139.5,140.95,141.5,138,138.3,138.35,0,227492,31750124.6,0,0,0
ADANIGREEN,EQ,18-SEP-2019,54.85,55.6,55.7,52,52.85,53.05,0,1049757,56429764.65,0,0,0
ADANIPORTS,EQ,18-SEP-2019,365.3,365,368.3,364.2,366.6,366.35,0,1469778,538263742.2,0,0,0
ADANIPOWER,EQ,18-SEP-2019,63.8,64.4,64.95,62.95,64.35,64.25,0,9861516,631114684.95,0,0,0
ADANITRANS,EQ,18-SEP-2019,222.45,220.45,227,220.45,224,223.7,0,48095,10803835.55,0,0,0
ADFFOODS,EQ,18-SEP-2019,272.4,273.5,291.7,273.5,284,281.15,0,146660,41905978.65,0,0,0
ADHUNIK,BE,18-SEP-2019,1.1,1.1,1.1,1.05,1.05,1.05,0,18481,19786.05,0,0,0
ADHUNIKIND,EQ,18-SEP-2019,88.9,89.2,90,88,89.35,89.15,0,49167,4378537.7,0,0,0
ADLABS,EQ,18-SEP-2019,3.4,3.3,3.5,3.3,3.3,3.3,0,49104,163164.8,0,0,0
ADORWELD,EQ,18-SEP-2019,311,312,315.5,305,306.15,306.85,0,5456,1687579.05,0,0,0
ADROITINFO,BE,18-SEP-2019,9,9.45,9.45,8.6,9.3,9.3,0,3229,29559.65,0,0,0
ADSL,EQ,18-SEP-2019,13.5,13.55,14.3,13.5,14.3,14.25,0,62949,883386,0,0,0
ADVANIHOTR,EQ,18-SEP-2019,54.1,63.5,64.4,57,61.45,60.2,0,127724,7823272.6,0,0,0
ADVENZYMES,EQ,18-SEP-2019,164.95,164.55,168.7,162.05,167,167.15,0,66994,11144094.05,0,0,0
AEGISCHEM,EQ,18-SEP-2019,186.4,186.5,189.6,182.2,183.5,183.35,0,66435,12291997.4,0,0,0
AFFLE,EQ,18-SEP-2019,929.75,934.9,958.8,895.9,948,948.6,0,91070,84759116.25,0,0,0
AGARIND,EQ,18-SEP-2019,125.65,125.15,126,122.65,124,124.1,0,3929,489613.25,0,0,0
AGCNET,BE,18-SEP-2019,117.5,117.5,121,112.05,121,120.75,0,2053,244746.8,0,0,0
AGLSL,EQ,18-SEP-2019,48.65,49.85,51,49.7,51,50.8,0,708,35656.15,0,0,0
AGRITECH,EQ,18-SEP-2019,50.35,50.55,53,50.55,51,51.05,0,11371,588390.5,0,0,0
