SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
20MICRONS,EQ,27-JAN-2012,63.9,65,65,62.75,63.3,63.25,0,101785,6456176.95,0,0,0
3IINFOTECH,EQ,27-JAN-2012,16.2,16,16.9,16,16.45,16.5,0,4066617,67176938.9,0,0,0
3MINDIA,EQ,27-JAN-2012,3707.5,3900,3999,3675.05,3700,3720.85,0,469,1745793.15,0,0,0
A2ZMES,EQ,27-JAN-2012,108.6,109.8,130,109.2,127.1,127.5,0,3114458,380823205.4,0,0,0
AANJANEYA,EQ,27-JAN-2012,496.3,492.05,499.7,490,492.5,493.8,0,34613,17069310.55,0,0,0
AARTIDRUGS,EQ,27-JAN-2012,95.55,97.5,102.45,97.5,101.9,101.2,0,5089,511663.65,0,0,0
AARTIIND,EQ,27-JAN-2012,50.35,50.35,58.35,50.35,56,57.05,0,296909,16380478.25,0,0,0
AARVEEDEN,EQ,27-JAN-2012,33.8,37.6,37.6,34,35.7,35.65,0,144,4986.8,0,0,0
ABAN,EQ,27-JAN-2012,440.6,443.95,451,436.1,445.8,445.75,0,839848,372943184.25,0,0,0
ABB,EQ,27-JAN-2012,799.6,808.95,809,776.8,797.1,797.05,0,102630,81092697.4,0,0,0
ABBOTINDIA,EQ,27-JAN-2012,1480.75,1480,1489.95,1445.75,1455,1454.1,0,2980,4354073.45,0,0,0
ABCIL,EQ,27-JAN-2012,93.4,92.5,94.95,91.55,93.4,93.55,0,4510,422918.75,0,0,0
ABGSHIP,EQ,27-JAN-2012,398.45,397.85,400,391.1,391.6,393.65,0,289839,114581730.8,0,0,0
ABHISHEK,EQ,27-JAN-2012,8.35,7.85,8.65,7.85,8.2,8.2,0,26474,220222.05,0,0,0
ABIRLANUVO,EQ,27-JAN-2012,830.1,825,850,825,834.85,833.25,0,80637,67792535.4,0,0,0
ACC,EQ,27-JAN-2012,1173.8,1180,1207,1173.05,1196,1191.7,0,437354,521986480,0,0,0
ACE,EQ,27-JAN-2012,35.4,35.65,38,35.2,35.45,35.75,0,189896,6918057,0,0,0
ACROPETAL,EQ,27-JAN-2012,14.1,14.1,14.4,13.5,13.9,14.05,0,77373,1085743.95,0,0,0
ADANIENT,EQ,27-JAN-2012,399.9,396.1,429.7,332.65,422.35,423.45,0,3103498,1301584989.25,0,0,0
ADANIPORTS,EQ,27-JAN-2012,143.2,145.8,149.65,144.8,146.75,147.1,0,1264483,186746458.15,0,0,0
ADANIPOWER,EQ,27-JAN-2012,88.3,87.9,89.1,83.65,83.85,83.95,0,2272790,197445761.3,0,0,0
ADFFOODS,EQ,27-JAN-2012,59.6,59.55,60.95,58.9,60,60.25,0,8442,505203.3,0,0,0
ADHUNIK,EQ,27-JAN-2012,43.5,43.5,44.25,43.3,44.25,44,0,81481,3571450.1,0,0,0
ADORWELD,EQ,27-JAN-2012,133.8,136,137.95,131.1,133.2,132.95,0,3536,471445.7,0,0,0
ADSL,EQ,27-JAN-2012,27.7,27.7,28.4,27.1,27.15,27.2,0,83409,2301268.45,0,0,0
ADVANIHOTR,EQ,27-JAN-2012,33,33.95,33.95,33,33,33,0,1452,48292,0,0,0
ADVANTA,EQ,27-JAN-2012,305.3,308.75,315,306.25,308.05,307.9,0,62042,19267222,0,0,0
AEGISCHEM,EQ,27-JAN-2012,182.45,183.2,183.2,170.5,170.6,171.55,0,81426,14335949.7,0,0,0
AFL,EQ,27-JAN-2012,38.2,40.45,40.45,38.1,38.95,38.95,0,3010,116983,0,0,0
AFTEK,EQ,27-JAN-2012,11.35,11.65,11.65,11.4,11.4,11.45,0,98804,1139000.65,0,0,0
AGCNET,EQ,27-JAN-2012,134.45,134.1,138,133.2,133.2,133.25,0,139,18603.05,0,0,0
AGRE,EQ,27-JAN-2012,29.9,29,30.9,29,29.95,30,0,4501,134895.1,0,0,0
AGRODUTCH,BE,27-JAN-2012,6.05,5.85,6.05,5.8,5.95,5.95,0,22810,135692.1,0,0,0
AHLEAST,EQ,27-JAN-2012,287,285.25,290,285.1,285.5,285.6,0,404,115757.65,0,0,0
AHLUCONT,EQ,27-JAN-2012,79.35,80,83,78.1,78.95,78.6,0,4002,317989.7,0,0,0
AHLWEST,EQ,27-JAN-2012,135.5,136.95,140,133.1,137,137.1,0,925,125433.3,0,0,0
AHMEDFORGE,EQ,27-JAN-2012,126.25,126,134.8,126,133.5,132.55,0,164619,21647392.7,0,0,0
AIAENG,EQ,27-JAN-2012,296.1,308.7,308.95,299,301,302.25,0,2282,694233.65,0,0,0
AJANTPHARM,EQ,27-JAN-2012,345.75,343.2,349.65,341,343.1,343.25,0,6000,2071418.7,0,0,0
AJMERA,EQ,27-JAN-2012,121,122,125.4,120.5,124.2,123.55,0,32152,3977710.85,0,0,0
AKSHOPTFBR,EQ,27-JAN-2012,6.95,6.9,7.05,6.9,7,7,0,46711,326835.95,0,0,0
AKZOINDIA,EQ,27-JAN-2012,812.8,805,818.35,800.05,800.05,801.85,0,18734,15116328.3,0,0,0
ALBK,EQ,27-JAN-2012,150.9,151.6,158.7,150.75,158.4,156.85,0,1817033,280390502.25,0,0,0
