SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
20MICRONS,EQ,29-JAN-2016,26.9,26.8,27.65,26.8,27.2,27.3,0,16716,455327.75,0,0,0
3IINFOTECH,EQ,29-JAN-2016,4.6,4.7,4.75,4.6,4.7,4.65,0,860575,4039750.55,0,0,0
3MINDIA,EQ,29-JAN-2016,9713.35,9630,9950,9630,9950,9881.15,0,583,5678995.95,0,0,0
8KMILES,EQ,29-JAN-2016,2184.7,2179,2260,2179,2217.05,2222.55,0,48747,108538826.15,0,0,0
A2ZINFRA,EQ,29-JAN-2016,22.95,22.95,23.7,22.95,23.5,23.5,0,235388,5510922.6,0,0,0
AARTIDRUGS,EQ,29-JAN-2016,528.1,525.6,529.95,523.1,525,526.5,0,4162,2187136.25,0,0,0
AARTIIND,EQ,29-JAN-2016,489.95,493.95,498.7,487.95,494,492.7,0,7952,3925446.45,0,0,0
AARVEEDEN,EQ,29-JAN-2016,51.2,52,56.85,51.55,56,55.75,0,6917,372918.75,0,0,0
ABAN,EQ,29-JAN-2016,187.35,191,192.8,188.6,190.35,191,0,994341,189706024.75,0,0,0
ABB,EQ,29-JAN-2016,968.95,967.9,979,962,971.5,971.1,0,18640,18099559.85,0,0,0
ABBOTINDIA,EQ,29-JAN-2016,5078.3,5050,5145,4910,5075,5065.3,0,3467,17421407.25,0,0,0
ABFRL,EQ,29-JAN-2016,220.35,222,225,216.2,224,222.3,0,32054,7066339.3,0,0,0
ABGSHIP,EQ,29-JAN-2016,58.1,58.8,59.45,57.8,58.3,58.3,0,188499,11032831,0,0,0
ABIRLANUVO,EQ,29-JAN-2016,876.4,876.4,895,855.45,872.6,873.35,0,551502,482809358.75,0,0,0
ACC,EQ,29-JAN-2016,1214.95,1220.1,1253.5,1216.05,1237.3,1240.05,0,254442,315850123.05,0,0,0
ACCELYA,EQ,29-JAN-2016,900.15,904,924,888,915,909.05,0,1863,1675402.75,0,0,0
ACE,EQ,29-JAN-2016,39.3,38.8,40.25,38.8,40.05,39.85,0,65844,2623942.35,0,0,0
ACROPETAL,EQ,29-JAN-2016,3.2,3.25,3.4,3.2,3.25,3.3,0,20367,66479.55,0,0,0
ADANIENT,EQ,29-JAN-2016,72.05,72.05,73.35,70.2,72.8,72.85,0,2498348,180398392.65,0,0,0
ADANIPORTS,EQ,29-JAN-2016,210.85,211.35,216.75,208.6,210.8,212.25,0,4589849,979404576.4,0,0,0
ADANIPOWER,EQ,29-JAN-2016,28.3,28.4,28.95,28,28.6,28.7,0,3686216,105119602.25,0,0,0
ADANITRANS,EQ,29-JAN-2016,36.2,35.95,37.2,35.55,36.65,36.75,0,1128573,41191124.9,0,0,0
ADFFOODS,EQ,29-JAN-2016,89,89.5,91.9,89.05,89.3,89.4,0,13478,1211977.65,0,0,0
ADHUNIK,EQ,29-JAN-2016,13.25,13.45,13.45,12.85,13,12.95,0,46079,598515.85,0,0,0
ADI,EQ,29-JAN-2016,221.85,223,225,221,225,225,0,1571,351087,0,0,0
ADLABS,EQ,29-JAN-2016,107.4,106,106,101.4,102.8,102.75,0,124613,12930191.6,0,0,0
ADORWELD,EQ,29-JAN-2016,272.2,269,270,266.05,269,268.55,0,7958,2139833.55,0,0,0
ADSL,EQ,29-JAN-2016,47.65,48.3,50.75,47.1,47.55,47.5,0,311359,15104103.5,0,0,0
ADVANIHOTR,EQ,29-JAN-2016,47,46.05,48.6,46,46,46.15,0,636,29637.7,0,0,0
ADVANTA,EQ,29-JAN-2016,419.5,418.4,445.1,415.3,440.55,441.3,0,19229,8302579.45,0,0,0
AEGISCHEM,EQ,29-JAN-2016,93.2,94,107.4,91,103.5,103.8,0,707985,72071213.4,0,0,0
AFL,EQ,29-JAN-2016,69.75,70,72.8,69.75,71,70.95,0,18863,1349508,0,0,0
AGARIND,EQ,29-JAN-2016,158.95,158.7,160.05,158,158.5,158.5,0,6216,986707.1,0,0,0
AGCNET,EQ,29-JAN-2016,78.35,78.4,79.95,78.4,79.05,79.3,0,422,33418,0,0,0
AGRITECH,BE,29-JAN-2016,11,10.5,11.55,10.5,11.55,11.35,0,2550,28670,0,0,0
AGRODUTCH,EQ,29-JAN-2016,3.55,3.35,3.85,3.35,3.75,3.6,0,24918,91231.95,0,0,0
AHLEAST,EQ,29-JAN-2016,142.2,140,150.95,130.1,147.1,147.7,0,894,131595.05,0,0,0
AHLUCONT,EQ,29-JAN-2016,264.5,267.95,273.5,261.55,272,271.65,0,9882,2662515.45,0,0,0
AHLWEST,EQ,29-JAN-2016,127,123,123,123,123,123,0,75,9225,0,0,0
AIAENG,EQ,29-JAN-2016,808.35,810.95,824.9,801.55,820,821.9,0,21222,17364667.1,0,0,0
AICHAMP,BE,29-JAN-2016,37.1,35.25,35.25,35.25,35.25,35.25,0,5,176.25,0,0,0
AIFL,EQ,29-JAN-2016,271.15,275,276,269,274,272.7,0,32498,8871919.45,0,0,0
AIL,EQ,29-JAN-2016,635.45,632.15,645,625.1,634.95,640.4,0,6158,3923246.7,0,0,0
AJANTPHARM,EQ,29-JAN-2016,1240,1244.8,1280,1244.75,1280,1273.95,0,159436,201707886.9,0,0,0
AJMERA,EQ,29-JAN-2016,140.2,140.8,144.7,140.8,143.05,142.6,0,63932,9139152.25,0,0,0
AKSHOPTFBR,EQ,29-JAN-2016,15.15,15.25,15.65,15.25,15.4,15.5,0,697238,10749128.3,0,0,0
AKZOINDIA,EQ,29-JAN-2016,1343.6,1336.75,1385,1328,1332.2,1340.2,0,51156,69167748.35,0,0,0
ALANKIT,EQ,29-JAN-2016,84,84,86.25,84,85.95,85.6,0,635554,54154355.15,0,0,0
ALBK,EQ,29-JAN-2016,53.5,53.5,54,51.1,53.45,53.65,0,2895940,152235842,0,0,0
ALCHEM,EQ,29-JAN-2016,25.85,26.3,28.3,25.45,27,27,0,12495,332012.45,0,0,0
ALEMBICLTD,EQ,29-JAN-2016,40.5,40.15,40.7,39.25,39.35,39.45,0,464656,18518803.75,0,0,0
ALICON,EQ,29-JAN-2016,284,283.9,284,276.25,284,283.45,0,1120,315231.35,0,0,0
ALKALI,EQ,29-JAN-2016,48.55,49,50.95,49,50.5,50.4,0,5944,299171.45,0,0,0
ALKEM,EQ,29-JAN-2016,1350.1,1343,1371,1343,1352,1358.8,0,136274,185126156.85,0,0,0
ALKYLAMINE,EQ,29-JAN-2016,326.8,330,330,315,315,317.65,0,1794,578581.9,0,0,0
ALLCARGO,EQ,29-JAN-2016,186.65,183.1,188.65,183.05,186.35,187.5,0,113328,21099621.85,0,0,0
ALLSEC,EQ,29-JAN-2016,104.1,109.3,109.3,109.3,109.3,109.3,0,3160,345388,0,0,0
ALMONDZ,EQ,29-JAN-2016,10.95,11,11,11,11,11,0,600,6600,0,0,0
ALOKTEXT,EQ,29-JAN-2016,5.2,5.2,5.25,5.05,5.15,5.1,0,3592741,18553673.2,0,0,0
ALPA,BE,29-JAN-2016,60,60,62.5,60,60.95,60.85,0,18296,1121917.8,0,0,0
