SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
20MICRONS,EQ,17-SEP-2012,125.5,126.5,141.45,126.5,140,139.75,0,811974,109395279.8,0,0,0
3IINFOTECH,BE,17-SEP-2012,7.5,7.5,7.8,7.35,7.5,7.5,0,920802,6925358.85,0,0,0
3MINDIA,EQ,17-SEP-2012,4051,4050,4100.35,4050,4056.05,4093.95,0,302,1236266.3,0,0,0
A2ZMES,EQ,17-SEP-2012,59.8,60.65,65.6,60,65.6,64.95,0,1613551,102289409.55,0,0,0
AANJANEYA,EQ,17-SEP-2012,684.9,690.1,695.5,665,689.05,687.05,0,29435,20138398.7,0,0,0
AARTIDRUGS,EQ,17-SEP-2012,158.05,158.85,159.9,150.9,152,151.55,0,24891,3803761.85,0,0,0
AARTIIND,EQ,17-SEP-2012,78.95,78.3,79.25,78,78.8,78.55,0,20396,1606315.65,0,0,0
AARVEEDEN,EQ,17-SEP-2012,38.65,38.9,38.9,37.25,37.6,37.6,0,54,2096.75,0,0,0
ABAN,EQ,17-SEP-2012,418.8,420,438.7,416,435.9,433.95,0,1183476,506646629.1,0,0,0
ABB,EQ,17-SEP-2012,747.55,758,774,741.55,774,771,0,69661,53082991.05,0,0,0
ABBOTINDIA,EQ,17-SEP-2012,1610.05,1612,1617.95,1577.2,1614,1610.75,0,2502,4001839.4,0,0,0
ABCIL,EQ,17-SEP-2012,81.1,84,84,81.1,81.1,81.1,0,924,75373.3,0,0,0
ABGSHIP,EQ,17-SEP-2012,337.9,337.8,348,311.1,336,338.4,0,105010,34938847.35,0,0,0
ABHISHEK,EQ,17-SEP-2012,6.85,7.3,7.3,7.1,7.1,7.2,0,729,5272.9,0,0,0
ABIRLANUVO,EQ,17-SEP-2012,782.5,797.4,819.4,794.95,809.15,810.6,0,365960,294367850.35,0,0,0
ACC,EQ,17-SEP-2012,1385.75,1395,1398.8,1363.3,1370,1371.2,0,202524,278875901.5,0,0,0
ACCELYA,BE,17-SEP-2012,199.85,196,197,190.05,193.15,195.8,0,11130,2153445.05,0,0,0
ACE,EQ,17-SEP-2012,26.5,26.3,26.9,24,25.65,25.65,0,184528,4738825.45,0,0,0
ACROPETAL,EQ,17-SEP-2012,17,17.5,17.5,16.8,17.05,17.05,0,245266,4173439.45,0,0,0
ADANIENT,EQ,17-SEP-2012,188.95,190.1,194.5,186.2,193,192.5,0,2551609,488521698.85,0,0,0
ADANIPORTS,EQ,17-SEP-2012,111.6,112.15,114.05,110.9,111.5,111.65,0,1522753,170712610.45,0,0,0
ADANIPOWER,EQ,17-SEP-2012,43.15,43.7,45.8,43.7,45.6,45.45,0,3415586,152471332.55,0,0,0
ADFFOODS,EQ,17-SEP-2012,47.1,47.25,48.7,47.25,47.35,47.35,0,3943,188664.55,0,0,0
ADHUNIK,EQ,17-SEP-2012,28.85,29.95,29.95,28.65,28.95,29.25,0,101484,2953532.45,0,0,0
ADORWELD,EQ,17-SEP-2012,130.4,134.35,134.8,127,130.25,130.85,0,3634,475762.65,0,0,0
ADSL,EQ,17-SEP-2012,23.05,23,24.25,23,23.45,23.3,0,38103,891536.15,0,0,0
ADVANIHOTR,EQ,17-SEP-2012,27,28.35,28.35,28.35,28.35,28.35,0,1,28.35,0,0,0
ADVANTA,EQ,17-SEP-2012,700.9,711.5,719,696.5,715,715.3,0,63427,44975867.55,0,0,0
AEGISCHEM,EQ,17-SEP-2012,127.2,130,135,126,132,131.1,0,30523,3964586.05,0,0,0
AFL,EQ,17-SEP-2012,31.65,31.75,32.35,31.05,31.05,31.05,0,11220,355226.1,0,0,0
AFTEK,EQ,17-SEP-2012,8,8,8.25,7.75,7.8,7.8,0,258403,2065529.4,0,0,0
AGCNET,EQ,17-SEP-2012,419.05,415,424,409.45,410.2,411.45,0,8706,3619538.9,0,0,0
AGRODUTCH,EQ,17-SEP-2012,4.1,4,4.25,3.95,3.95,3.95,0,29679,121414.05,0,0,0
AHLEAST,EQ,17-SEP-2012,231.7,233,234,225.15,234,233.95,0,719,165094.85,0,0,0
AHLUCONT,EQ,17-SEP-2012,37.95,40,40,37.15,38,38,0,15942,608642.45,0,0,0
AHLWEST,EQ,17-SEP-2012,122.75,124,125.5,122.25,124.4,124.3,0,900,111398.35,0,0,0
AHMEDFORGE,EQ,17-SEP-2012,129.7,130,132.6,128.65,129.1,129.95,0,4896,635998.15,0,0,0
AIAENG,EQ,17-SEP-2012,356.3,359.95,360,345.35,357,356.7,0,1155,408365.75,0,0,0
AIL,EQ,17-SEP-2012,370.7,372.6,377.9,369.4,374,373.9,0,56215,20990547.8,0,0,0
AJANTPHARM,EQ,17-SEP-2012,432.9,432,439,418,421.75,419.5,0,23786,10043455.05,0,0,0
AJMERA,EQ,17-SEP-2012,100.35,102.3,103.5,100,100.1,100.8,0,32543,3291325.25,0,0,0
AKSHOPTFBR,EQ,17-SEP-2012,14.9,15.05,15.55,14.55,15.3,15.2,0,100118,1501723,0,0,0
AKZOINDIA,EQ,17-SEP-2012,891.9,896,905,881,881.05,884.75,0,5916,5244581.85,0,0,0
ALBK,EQ,17-SEP-2012,124.85,126,134.5,126,133.95,133.25,0,4635325,606516034.85,0,0,0
ALCHEM,EQ,17-SEP-2012,53.65,55,56,53.5,53.9,54.15,0,68052,3715060.45,0,0,0
ALEMBICLTD,EQ,17-SEP-2012,16.05,16.1,16.1,15.85,15.85,15.85,0,38401,610964.25,0,0,0
ALICON,EQ,17-SEP-2012,58.55,56.5,59.7,56,56,56.15,0,4339,247475.4,0,0,0
ALKALI,EQ,17-SEP-2012,25.1,26,26,24.95,24.95,25,0,14470,363818.35,0,0,0
ALKYLAMINE,EQ,17-SEP-2012,147.6,145,149,140,144.5,144.5,0,1099,159429.2,0,0,0
ALLCARGO,EQ,17-SEP-2012,130.35,130.35,135,123.25,124,124.5,0,23279,2933572.35,0,0,0
ALLSEC,EQ,17-SEP-2012,28.95,28.5,29.7,28.5,28.6,28.55,0,162,4659.7,0,0,0
ALMONDZ,EQ,17-SEP-2012,8.4,8.8,8.9,8.2,8.25,8.25,0,21786,185172.55,0,0,0
ALOKTEXT,EQ,17-SEP-2012,11.35,11.6,12.05,11.6,11.9,11.9,0,7026180,83110036.45,0,0,0
ALPA,EQ,17-SEP-2012,8.55,8.5,8.9,8.45,8.6,8.7,0,3392,29408.2,0,0,0
ALPHAGEO,EQ,17-SEP-2012,47.35,45.6,48,45.55,46.95,46.85,0,1372,63741.5,0,0,0
ALPINEHOU,EQ,17-SEP-2012,16.3,17.1,17.1,16.5,17,17,0,711,11790.1,0,0,0
ALPSINDUS,EQ,17-SEP-2012,1.9,1.85,2,1.85,2,1.95,0,18546,36324.95,0,0,0
ALSTOMT&D,EQ,17-SEP-2012,183.15,184.05,186,180,181,181,0,54319,9917816.9,0,0,0
AMAR,EQ,17-SEP-2012,35.6,35.6,37,34.2,35,35.2,0,535392,19257202.1,0,0,0
AMARAJABAT,EQ,17-SEP-2012,383.85,384,390,380,383.6,381.85,0,78928,30475133.9,0,0,0
AMARJOTHI,EQ,17-SEP-2012,46,47.7,47.7,47.7,47.7,47.7,0,13,620.1,0,0,0
AMBIKCO,EQ,17-SEP-2012,183.7,186.9,186.9,179.5,184,181.95,0,111,20329.3,0,0,0
AMBUJACEM,EQ,17-SEP-2012,197.35,198,199,191.4,192.45,192.95,0,1917310,372591399.75,0,0,0
AMDIND,EQ,17-SEP-2012,16.8,16.5,17.15,16.25,16.25,16.3,0,5618,93079.35,0,0,0
AMLSTEEL,EQ,17-SEP-2012,7.8,7.85,8.15,7.5,8.15,8.15,0,1546,12090.95,0,0,0
AMRUTANJAN,EQ,17-SEP-2012,787.1,788.15,797.7,776,779.6,779.75,0,23190,18219353.05,0,0,0
AMTEKAUTO,EQ,17-SEP-2012,87.45,88.9,89,87.6,88.3,88.05,0,94249,8317655.3,0,0,0
AMTEKINDIA,EQ,17-SEP-2012,98.6,98.95,99.7,97.85,99.45,99.5,0,236761,23418449.8,0,0,0
AMTL,EQ,17-SEP-2012,16.75,17.05,18.4,16.8,17,17.05,0,2230,38832.5,0,0,0
ANANTRAJ,EQ,17-SEP-2012,48.5,49.3,51.9,48.65,51.65,51.55,0,1142340,57666644.05,0,0,0
ANDHRABANK,EQ,17-SEP-2012,92.7,93.2,99.7,92.7,98.95,98.45,0,1868122,181628432.6,0,0,0
ANDHRACEMT,EQ,17-SEP-2012,8.6,8.3,8.45,8,8.35,8.25,0,17439,143833.15,0,0,0
ANDHRSUGAR,EQ,17-SEP-2012,147.4,146.5,147.9,142.1,142.5,142.9,0,28990,4177310.8,0,0,0
ANGIND,EQ,17-SEP-2012,12.8,11.95,13.4,11.95,12.9,13.25,0,3673,46844.75,0,0,0
ANIKINDS,EQ,17-SEP-2012,33.15,34.75,34.8,32.65,32.9,33.2,0,14880,493893.45,0,0,0
ANKURDRUGS,EQ,17-SEP-2012,14.5,14.1,14.7,13.35,13.45,13.5,0,22360,311961.45,0,0,0
ANSALAPI,EQ,17-SEP-2012,25.35,25.9,28.85,25.6,28.05,28.05,0,314874,8753538,0,0,0
ANSALHSG,EQ,17-SEP-2012,45.25,46.9,46.9,45.05,45.65,45.75,0,10350,472115.6,0,0,0
ANTGRAPHIC,EQ,17-SEP-2012,0.2,0.15,0.25,0.15,0.2,0.2,0,19302,3970.35,0,0,0
APARINDS,EQ,17-SEP-2012,136,135,136.4,134,134.9,134.9,0,2081,279814.5,0,0,0
APCOTEXIND,EQ,17-SEP-2012,173.8,185,185,169.05,174.7,174.75,0,453,78775.95,0,0,0
APLAB,EQ,17-SEP-2012,23.6,24,24,24,24,24,0,200,4800,0,0,0
APLAPOLLO,EQ,17-SEP-2012,151.95,153.9,168,153.9,163,162.55,0,6001,976723.5,0,0,0
APLLTD,EQ,17-SEP-2012,73.1,73.5,73.8,69.5,70.05,70.5,0,284385,20078144.1,0,0,0
APOLLOHOSP,EQ,17-SEP-2012,679.05,690,698.8,676.25,685,684.95,0,266431,183275494.9,0,0,0
APOLLOTYRE,EQ,17-SEP-2012,100,101.8,102,98.4,100.25,99.9,0,3516225,353298058.25,0,0,0
APPAPER,EQ,17-SEP-2012,326.75,328.45,331,315.9,320,320,0,162015,52116503.75,0,0,0
APTECHT,EQ,17-SEP-2012,69.55,70.15,72.35,70,71.15,71.1,0,425055,30222054.8,0,0,0
AQUA,EQ,17-SEP-2012,9.95,10.2,10.5,9.65,9.8,9.85,0,420055,4119134.2,0,0,0
ARCHIDPLY,EQ,17-SEP-2012,9.2,9,9.75,9,9.75,9.75,0,4325,41744.05,0,0,0
ARCHIES,EQ,17-SEP-2012,24.9,26.6,27,25.4,25.5,25.5,0,669005,17349428.95,0,0,0
ARIES,EQ,17-SEP-2012,53.1,54,54,51.2,52.4,52.25,0,10586,556730.75,0,0,0
AROGRANITE,EQ,17-SEP-2012,32.6,31.45,33.95,31.45,32.1,32.1,0,256,8290.6,0,0,0
ARROWTEX,EQ,17-SEP-2012,6.75,7.05,7.05,6.75,6.75,6.75,0,3651,25574.25,0,0,0
