SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
20MICRONS,EQ,15-DEC-2015,27.25,26.6,29.8,26.6,28.3,28.05,0,205248,5859761.15,0,0,0
3IINFOTECH,EQ,15-DEC-2015,4.95,5.05,5.05,4.45,4.5,4.55,0,11564796,53364877.4,0,0,0
3MINDIA,EQ,15-DEC-2015,10609.6,10625,10800,10625,10700,10789.4,0,318,3414940.55,0,0,0
8KMILES,EQ,15-DEC-2015,1835.3,1850,1898.9,1820.85,1836.6,1840.25,0,24945,46480199.85,0,0,0
A2ZINFRA,EQ,15-DEC-2015,22.9,23.4,23.85,22.9,23.3,23.3,0,112211,2599732.2,0,0,0
AARTIDRUGS,EQ,15-DEC-2015,527.75,525.05,548,525.05,545,542.6,0,13097,7033567.2,0,0,0
AARTIIND,EQ,15-DEC-2015,480,482,508,480.4,503,498.7,0,37625,18561654.3,0,0,0
AARVEEDEN,EQ,15-DEC-2015,57.5,58.8,58.95,56.5,57,57,0,690,39937.7,0,0,0
ABAN,EQ,15-DEC-2015,206.65,206.65,212.15,205.5,208.1,208.35,0,951436,198921442,0,0,0
ABB,EQ,15-DEC-2015,1110.3,1110.3,1200,1110,1187,1189.75,0,118900,139168894.7,0,0,0
ABBOTINDIA,EQ,15-DEC-2015,5448.75,5467,5474,5370.55,5440,5430,0,1675,9111412.65,0,0,0
ABCIL,EQ,15-DEC-2015,229.05,229.95,232,226.35,229.6,230.45,0,17152,3943771.7,0,0,0
ABGSHIP,EQ,15-DEC-2015,65,65.6,65.8,63.6,64.55,64.5,0,506979,32791681.65,0,0,0
ABIRLANUVO,EQ,15-DEC-2015,1938.4,1949.75,1958.2,1935.1,1957,1953.2,0,160463,312414244,0,0,0
ACC,EQ,15-DEC-2015,1341.8,1343.25,1344.95,1325.75,1336.3,1337.65,0,107698,143766963.75,0,0,0
ACCELYA,EQ,15-DEC-2015,921.2,926.8,932.9,910.1,915,925.95,0,2909,2673592.3,0,0,0
ACE,EQ,15-DEC-2015,43.1,42.8,44.35,42.4,43.05,43.2,0,160615,6946792.4,0,0,0
ACROPETAL,EQ,15-DEC-2015,2.7,2.75,2.75,2.6,2.65,2.65,0,23602,62900.35,0,0,0
ADANIENT,EQ,15-DEC-2015,75.05,79.4,80.5,77.4,78.2,78.55,0,7308221,577175639.9,0,0,0
ADANIPORTS,EQ,15-DEC-2015,254.55,256.6,257.4,251.1,251.6,252.1,0,3908369,988939194.05,0,0,0
ADANIPOWER,EQ,15-DEC-2015,26.65,27.05,27.25,26.8,27,27.05,0,4126998,111699399.7,0,0,0
ADANITRANS,EQ,15-DEC-2015,37.75,38.25,39.4,37.6,38.05,38.2,0,1984761,76296203.65,0,0,0
ADFFOODS,EQ,15-DEC-2015,89.6,89.5,89.8,88.05,89,88.75,0,59059,5238928.3,0,0,0
ADHUNIK,EQ,15-DEC-2015,15.15,15.7,15.75,14.85,15.2,15.15,0,33336,506150.5,0,0,0
ADI,EQ,15-DEC-2015,225.8,225,248,225,230.55,232.15,0,46531,11076463,0,0,0
ADLABS,EQ,15-DEC-2015,119.3,117.9,118.45,113.5,114,114.5,0,38776,4480171.8,0,0,0
ADORWELD,EQ,15-DEC-2015,331.75,332.55,337.95,327.8,337.95,336.25,0,5770,1927635.45,0,0,0
ADSL,EQ,15-DEC-2015,44.55,44.9,49,44.5,49,49,0,548169,26173896.9,0,0,0
ADVANIHOTR,EQ,15-DEC-2015,47.4,47.3,48.4,46.25,48.3,48.3,0,4341,206468.4,0,0,0
ADVANTA,EQ,15-DEC-2015,411.15,405.1,435,405.1,431,428.55,0,22463,9502215.5,0,0,0
AEGISCHEM,EQ,15-DEC-2015,103.55,104.3,104.95,102,103.25,103.4,0,141660,14653027.45,0,0,0
AFL,EQ,15-DEC-2015,71.1,71.95,78.45,71,76.7,76.85,0,36607,2764765.45,0,0,0
AGARIND,EQ,15-DEC-2015,173.95,174.2,178,174,178,174.55,0,8691,1516983.05,0,0,0
AGCNET,EQ,15-DEC-2015,93.45,93.95,94.75,93.5,93.55,93.95,0,817,76748.25,0,0,0
AGRITECH,EQ,15-DEC-2015,7.4,7.75,7.75,7.75,7.75,7.75,0,1681,13027.75,0,0,0
AGRODUTCH,EQ,15-DEC-2015,3.15,3.05,3.15,3,3.1,3.1,0,7537,22888.85,0,0,0
AHLEAST,EQ,15-DEC-2015,160.65,161.75,164.9,156.5,161.05,162.4,0,1986,321966.75,0,0,0
AHLUCONT,EQ,15-DEC-2015,254.85,249.95,265,249,257.1,259.95,0,55952,14458226.6,0,0,0
AHLWEST,EQ,15-DEC-2015,138.1,145,160,135.7,140,136.95,0,17338,2527119.6,0,0,0
AIAENG,EQ,15-DEC-2015,844.7,844.7,855.95,840.15,847.4,848.45,0,25882,21897102.8,0,0,0
AIFL,EQ,15-DEC-2015,256.7,258,258,252,252.1,252.55,0,25454,6503986.35,0,0,0
AIL,EQ,15-DEC-2015,594.05,601.95,602,591,596.6,597.45,0,51628,30644492.2,0,0,0
AJANTPHARM,EQ,15-DEC-2015,1254.15,1263,1294.8,1245.6,1289.15,1288.7,0,161702,207000341.1,0,0,0
AJMERA,EQ,15-DEC-2015,163.9,164.3,168,161.5,163.35,163.4,0,200539,33099911.85,0,0,0
AKSHOPTFBR,EQ,15-DEC-2015,16.45,16.5,16.65,16.15,16.35,16.25,0,1900055,31083391.1,0,0,0
AKZOINDIA,EQ,15-DEC-2015,1317.8,1315.95,1349,1310,1347,1339.15,0,20175,26792996.15,0,0,0
ALANKIT,EQ,15-DEC-2015,48.35,49,50.1,47.45,50.05,49.65,0,492138,23719224.3,0,0,0
ALBK,EQ,15-DEC-2015,67.95,68.15,68.4,67,67.4,67.55,0,991470,66910471.65,0,0,0
ALCHEM,EQ,15-DEC-2015,23.7,23.5,24.5,23.35,23.35,23.5,0,6668,159168.8,0,0,0
ALEMBICLTD,EQ,15-DEC-2015,41.95,42.2,43.2,42,42.7,42.9,0,260086,11118939.85,0,0,0
ALICON,EQ,15-DEC-2015,332.7,329,337,328.5,329,329.4,0,1684,557583.4,0,0,0
ALKALI,EQ,15-DEC-2015,53.7,54,54,52.7,53.7,53.3,0,5333,284993.2,0,0,0
ALKYLAMINE,EQ,15-DEC-2015,321.4,320.1,330,320.1,329.9,327.8,0,4375,1431358.6,0,0,0
ALLCARGO,EQ,15-DEC-2015,357.05,355.1,358.7,352.25,357.85,357.25,0,25598,9097886,0,0,0
ALLSEC,EQ,15-DEC-2015,118.85,120,124.75,116,124.75,124.75,0,57591,7039121.2,0,0,0
